shipment_id,order_id,courier_partner,warehouse_location,dispatch_date,delivery_date,delivery_status,estimated_days
379,379,Ecom Express,Bhubaneswar,2025-02-05,2025-02-07,Delivered,3
380,380,Bluedart,Indore,2026-01-08,2026-01-15,Delivered,7
381,381,Delhivery,Surat,2025-07-28,2025-08-01,Delivered Late,3
382,382,Xpressbees,Surat,2026-02-07,2026-02-14,Returned,7
383,383,Ekart Logistics,Bhubaneswar,2026-03-17,2026-03-24,Delivered Late,6
384,384,Delhivery,Indore,2026-05-22,2026-05-25,Delivered,4
385,385,Bluedart,Mysuru,2024-07-27,2024-08-01,Delivered,6
386,386,DTDC,Chandigarh,2025-12-12,2025-12-19,Delivered,7
387,387,Xpressbees,Nashik,,,Not Shipped,6
388,388,DTDC,Patna,,,Not Shipped,4
389,389,Delhivery,Pune,2025-05-16,2025-05-24,Delivered Late,7
390,390,Bluedart,Guwahati,2026-06-01,2026-06-05,Delivered,5
391,391,DTDC,Kochi,2025-10-24,,In Transit,4
392,392,Bluedart,Jaipur,2026-02-07,2026-02-12,Delivered,5
393,393,Xpressbees,Chennai,2025-09-08,2025-09-10,Delivered,3
394,394,Delhivery,Indore,2026-05-03,2026-05-08,Delivered Late,4
395,395,DTDC,Kochi,2025-04-28,2025-05-03,Delivered Late,3
396,396,Bluedart,Amritsar,2025-08-19,2025-08-25,Delivered Late,6
397,397,Xpressbees,Amritsar,,,Not Shipped,4
398,398,Xpressbees,Mysuru,2025-11-12,2025-11-18,Returned,4
399,399,Bluedart,Nashik,2024-09-23,2024-09-25,Delivered Late,2
400,400,DTDC,Bengaluru,2024-09-15,2024-09-22,Delivered Late,4
401,401,Bluedart,Kochi,2025-06-05,2025-06-07,Delivered,2
402,402,Ekart Logistics,Chandigarh,2026-02-02,,In Transit,7
403,403,Ecom Express,Bhubaneswar,2025-02-02,2025-02-07,Delivered Late,4
404,404,Bluedart,Amritsar,2026-07-14,2026-07-20,Delivered Late,4
405,405,Ekart Logistics,Chandigarh,2024-12-09,2024-12-16,Delivered,7
406,406,Delhivery,Nagpur,2024-12-18,2024-12-22,Delivered,4
407,407,Bluedart,Nagpur,2025-01-05,2025-01-12,Delivered Late,6
408,408,Ecom Express,Kolkata,2025-07-13,2025-07-17,Delivered,4
409,409,Xpressbees,Chandigarh,2025-03-28,2025-04-03,Delivered,7
410,410,Delhivery,Surat,2025-02-05,2025-02-08,Delivered Late,2
411,411,Xpressbees,Delhi,2026-05-23,2026-05-31,Delivered Late,7
412,412,DTDC,Lucknow,2026-01-02,2026-01-08,Delivered Late,6
413,413,Xpressbees,Patna,2026-01-12,2026-01-15,Delivered,3
414,414,Ecom Express,Hyderabad,2026-06-08,2026-06-14,Delivered Late,5
415,415,Xpressbees,Amritsar,2025-07-22,2025-07-28,Delivered,7
416,416,DTDC,Chennai,2026-07-22,2026-07-29,Delivered Late,7
417,417,Ecom Express,Bhubaneswar,2025-12-31,2026-01-05,Delivered,5
418,418,DTDC,Guwahati,2025-01-04,2025-01-08,Delivered Late,3
419,419,Bluedart,Kanpur,2026-04-25,2026-05-01,Delivered Late,6
420,420,Ekart Logistics,Coimbatore,2024-10-18,2024-10-22,Delivered,4
421,421,DTDC,Bengaluru,2024-11-12,2024-11-16,Delivered Late,4
422,422,Delhivery,Kolkata,2025-10-04,2025-10-10,Delivered,6
423,423,Bluedart,Delhi,2023-12-15,2023-12-21,Returned,6
424,424,Xpressbees,Jaipur,2025-12-26,2026-01-02,Delivered,7
425,425,Ekart Logistics,Chandigarh,2025-12-01,2025-12-06,Delivered,5
426,426,Ecom Express,Delhi,2025-01-17,2025-01-19,Delivered,3
427,427,Bluedart,Hyderabad,2026-02-14,2026-02-20,Delivered,6
428,428,DTDC,Chandigarh,2025-07-14,2025-07-21,Delivered,7
429,429,Delhivery,Bhubaneswar,2026-02-08,2026-02-13,Delivered,6
430,430,DTDC,Chennai,2026-04-02,2026-04-04,Delivered,3
431,431,Ecom Express,Thiruvananthapuram,2025-03-17,2025-03-26,Delivered Late,7
432,432,Xpressbees,Ranchi,2025-05-06,2025-05-13,Delivered Late,6
433,433,Ecom Express,Bhubaneswar,,,Not Shipped,3
434,434,Ekart Logistics,Nagpur,,,Not Shipped,5
435,435,Delhivery,Nashik,2024-08-01,2024-08-09,Returned,7
436,436,Bluedart,Kochi,2025-07-07,2025-07-12,Delivered,6
437,437,Bluedart,Bhopal,,,Processing,7
438,438,Ecom Express,Ranchi,2025-06-18,2025-06-20,Delivered,2
439,439,Xpressbees,Guwahati,2026-04-15,2026-04-18,Delivered,4
440,440,Bluedart,Mumbai,2025-11-04,2025-11-06,Delivered,2
441,441,DTDC,Pune,,,Processing,7
442,442,Bluedart,Bhopal,2025-11-08,2025-11-10,Delivered,3
443,443,Ekart Logistics,Coimbatore,2026-08-01,2026-08-07,Returned,7
444,444,Ekart Logistics,Indore,2026-01-25,2026-01-31,Delivered,7
445,445,Bluedart,Pune,2026-03-09,2026-03-16,Delivered Late,5
446,446,Ekart Logistics,Vadodara,,,Processing,2
447,447,Ekart Logistics,Bhubaneswar,,,Not Shipped,7
448,448,Delhivery,Nashik,2024-04-23,2024-04-24,Delivered,2
449,449,Delhivery,Guwahati,2026-08-11,2026-08-14,Delivered Late,3
450,450,Ekart Logistics,Ranchi,2026-01-06,2026-01-09,Delivered,4
451,451,Ekart Logistics,Surat,2025-09-18,2025-09-22,Delivered Late,3
452,452,Xpressbees,Nagpur,2026-03-28,2026-03-30,Delivered,3
453,453,Xpressbees,Jaipur,2026-01-31,2026-02-05,Returned,5
454,454,Bluedart,Kochi,2025-03-22,2025-03-26,Delivered,4
455,455,Ekart Logistics,Indore,2025-12-13,2025-12-16,Delivered,4
456,456,Xpressbees,Coimbatore,2024-10-30,2024-11-05,Delivered Late,5
457,457,DTDC,Jaipur,2024-06-20,2024-06-21,Delivered,2
458,458,Delhivery,Pune,2026-02-24,2026-03-04,Delivered Late,5
459,459,Ecom Express,Mysuru,,,Not Shipped,3
460,460,Ekart Logistics,Kolkata,2025-04-01,2025-04-07,Delivered,7
461,461,Ecom Express,Kanpur,2026-01-21,,In Transit,6
462,462,Ecom Express,Nagpur,2025-11-15,2025-11-21,Delivered,6
463,463,Xpressbees,Thiruvananthapuram,2025-04-29,2025-05-05,Delivered,6
464,464,Ekart Logistics,Pune,2023-11-16,2023-11-22,Returned,6
465,465,DTDC,Ranchi,2026-04-15,2026-04-19,Delivered,4
466,466,Ekart Logistics,Kanpur,2026-04-11,2026-04-12,Delivered,2
467,467,Ecom Express,Kolkata,,,Processing,4
468,468,Delhivery,Bhubaneswar,2024-12-18,,In Transit,2
469,469,Delhivery,Kochi,2026-04-28,,In Transit,3
470,470,Bluedart,Bhubaneswar,2025-10-28,,In Transit,6
471,471,DTDC,Bengaluru,2025-07-13,2025-07-15,Delivered,2
472,472,Ecom Express,Nagpur,2025-11-16,2025-11-20,Delivered Late,3
473,473,Xpressbees,Delhi,2026-03-09,2026-03-13,Delivered Late,4
474,474,Delhivery,Thiruvananthapuram,2026-01-22,2026-01-24,Delivered Late,2
475,475,Delhivery,Ahmedabad,,,Not Shipped,4
476,476,Ecom Express,Indore,2026-05-01,,In Transit,7
477,477,Ekart Logistics,Amritsar,2026-01-22,2026-01-28,Delivered,6
478,478,DTDC,Amritsar,2025-08-26,2025-09-01,Delivered,6
479,479,DTDC,Nashik,2026-03-26,2026-03-28,Delivered,3
480,480,Ekart Logistics,Mysuru,2024-03-28,2024-04-04,Delivered Late,6
481,481,Bluedart,Surat,2024-03-18,2024-03-22,Delivered,4
482,482,Bluedart,Ranchi,2026-01-23,2026-01-26,Delivered Late,2
483,483,DTDC,Delhi,2025-06-03,2025-06-08,Delivered,6
484,484,DTDC,Bhubaneswar,,,Not Shipped,4
485,485,Ekart Logistics,Ranchi,2025-03-09,2025-03-11,Delivered,3
486,486,DTDC,Bhopal,2025-05-20,2025-05-25,Delivered Late,5
487,487,Ecom Express,Kanpur,2026-02-11,2026-02-15,Delivered,5
488,488,Delhivery,Patna,2026-03-12,2026-03-16,Delivered,4
489,489,DTDC,Nagpur,2026-03-17,,In Transit,2
490,490,Ecom Express,Nagpur,2025-06-18,2025-06-24,Delivered Late,5
491,491,DTDC,Coimbatore,2026-05-03,2026-05-09,Delivered,6
492,492,Xpressbees,Mysuru,2026-01-28,2026-02-03,Delivered,7
493,493,DTDC,Nashik,2025-06-24,2025-06-30,Delivered Late,6
494,494,Ekart Logistics,Ranchi,2025-08-23,2025-09-01,Delivered Late,7
495,495,Xpressbees,Kanpur,,,Processing,2
496,496,Xpressbees,Kolkata,2025-10-20,2025-10-27,Delivered,7
497,497,Ekart Logistics,Kanpur,2026-06-15,2026-06-17,Delivered,2
498,498,Ekart Logistics,Nagpur,2025-10-31,,In Transit,3
499,499,DTDC,Ahmedabad,2025-12-23,2025-12-29,Delivered,6
500,500,Delhivery,Hyderabad,,,Not Shipped,4
501,501,Ekart Logistics,Mumbai,2026-02-07,,In Transit,3
502,502,DTDC,Bengaluru,2026-01-08,2026-01-16,Delivered Late,7
503,503,Delhivery,Coimbatore,,,Not Shipped,5
504,504,Delhivery,Bhopal,2025-06-09,2025-06-10,Delivered,2
505,505,Delhivery,Hyderabad,2024-12-08,2024-12-13,Delivered,5
506,506,Ekart Logistics,Surat,2026-02-21,2026-02-25,Delivered,4
507,507,Xpressbees,Kochi,2025-09-10,2025-09-16,Delivered,7
508,508,Ecom Express,Mysuru,2026-03-09,2026-03-13,Delivered,4
509,509,Ecom Express,Amritsar,2025-05-21,2025-05-28,Delivered Late,6
510,510,Ecom Express,Mumbai,2026-01-06,2026-01-09,Delivered,3
511,511,Ecom Express,Ahmedabad,2024-04-03,2024-04-06,Delivered,4
512,512,Ecom Express,Ahmedabad,2026-01-22,2026-01-25,Delivered Late,2
513,513,Ecom Express,Kolkata,,,Processing,4
514,514,Ecom Express,Patna,,,Processing,7
515,515,Xpressbees,Amritsar,2025-11-16,2025-11-20,Delivered,5
516,516,Xpressbees,Bengaluru,2026-02-07,2026-02-09,Delivered Late,2
517,517,Delhivery,Chandigarh,2025-07-28,2025-07-31,Delivered,4
518,518,DTDC,Mysuru,2025-04-29,2025-05-03,Delivered Late,4
519,519,DTDC,Kolkata,,,Processing,3
520,520,DTDC,Bhopal,,,Processing,2
521,521,Delhivery,Guwahati,2025-09-20,2025-09-26,Delivered,7
522,522,Xpressbees,Mysuru,2025-10-24,2025-10-31,Delivered,7
523,523,Delhivery,Patna,2026-04-02,2026-04-08,Delivered Late,4
524,524,Bluedart,Nagpur,2024-12-23,2024-12-27,Delivered,4
525,525,Delhivery,Vadodara,2026-02-02,2026-02-09,Delivered Late,5
526,526,Delhivery,Amritsar,2026-07-04,2026-07-06,Delivered,3
527,527,Ekart Logistics,Kolkata,2026-02-26,2026-03-02,Delivered Late,2
528,528,Ekart Logistics,Mumbai,2025-09-27,2025-09-30,Returned,4
529,529,Delhivery,Nagpur,2026-01-28,2026-01-29,Delivered,2
530,530,Ekart Logistics,Indore,2025-11-08,2025-11-13,Delivered,6
531,531,Xpressbees,Ranchi,2026-07-06,2026-07-12,Delivered,7
532,532,Delhivery,Amritsar,2025-06-19,2025-06-24,Delivered Late,5
533,533,Ecom Express,Nagpur,2026-01-12,2026-01-19,Delivered,7
534,534,Ecom Express,Bhubaneswar,2026-04-14,2026-04-16,Delivered,2
535,535,Xpressbees,Hyderabad,2025-07-01,2025-07-04,Delivered,3
536,536,Ecom Express,Kanpur,2025-06-22,2025-06-28,Delivered,6
537,537,Ecom Express,Kanpur,2026-06-28,2026-07-03,Delivered,5
538,538,DTDC,Mumbai,2026-05-28,2026-05-30,Delivered,2
539,539,DTDC,Chennai,2025-07-24,2025-07-29,Delivered Late,4
540,540,Ecom Express,Kanpur,2024-12-12,2024-12-17,Delivered,5
541,541,Ecom Express,Vadodara,,,Processing,6
542,542,Xpressbees,Hyderabad,2024-09-20,2024-09-26,Returned,7
543,543,Xpressbees,Pune,2025-11-08,2025-11-12,Delivered,4
544,544,Ecom Express,Chandigarh,2025-08-07,2025-08-12,Delivered Late,3
545,545,DTDC,Patna,2026-01-30,,In Transit,2
546,546,Xpressbees,Coimbatore,2023-12-06,2023-12-12,Delivered,7
547,547,Delhivery,Nagpur,,,Not Shipped,3
548,548,Ecom Express,Mumbai,2026-03-20,2026-03-26,Delivered,6
549,549,Xpressbees,Mumbai,2026-01-03,2026-01-05,Delivered Late,2
550,550,Ecom Express,Bhubaneswar,,,Not Shipped,7
551,551,Bluedart,Hyderabad,2026-04-08,2026-04-11,Delivered,3
552,552,Delhivery,Thiruvananthapuram,,,Not Shipped,3
553,553,Ekart Logistics,Lucknow,2026-01-31,2026-02-08,Delivered Late,7
554,554,Bluedart,Nagpur,2024-08-29,2024-08-31,Delivered,2
555,555,Delhivery,Thiruvananthapuram,2026-03-12,2026-03-17,Delivered Late,4
556,556,DTDC,Amritsar,2026-02-11,2026-02-19,Delivered Late,5
557,557,Bluedart,Hyderabad,2025-07-28,2025-08-03,Delivered,6
558,558,Delhivery,Mysuru,2025-02-22,2025-02-26,Delivered,5
559,559,Delhivery,Thiruvananthapuram,,,Processing,5
560,560,Xpressbees,Hyderabad,2025-12-02,2025-12-07,Delivered Late,3
561,561,Xpressbees,Ahmedabad,2025-06-19,2025-06-25,Delivered,6
562,562,DTDC,Mysuru,2025-08-01,2025-08-09,Delivered Late,7
563,563,Ecom Express,Kanpur,2025-10-13,2025-10-17,Delivered,4
564,564,Ecom Express,Mysuru,2026-04-09,2026-04-10,Delivered,2
565,565,DTDC,Coimbatore,2026-01-31,,In Transit,6
566,566,Xpressbees,Mysuru,,,Not Shipped,4
567,567,Xpressbees,Mumbai,2025-06-24,2025-07-02,Delivered Late,6
568,568,Ecom Express,Nashik,,,Processing,6
569,569,Xpressbees,Bengaluru,2025-01-27,2025-02-03,Delivered Late,7
570,570,Ekart Logistics,Chennai,2026-01-21,2026-01-30,Delivered Late,7
571,571,DTDC,Nagpur,2026-08-04,2026-08-10,Delivered,7
572,572,Bluedart,Ahmedabad,,,Not Shipped,6
573,573,DTDC,Coimbatore,2025-12-04,2025-12-08,Delivered,5
574,574,Bluedart,Nashik,2024-07-04,,In Transit,2
575,575,Ekart Logistics,Nagpur,2026-05-10,2026-05-14,Delivered Late,3
576,576,Ecom Express,Bhopal,2026-03-20,2026-03-26,Delivered Late,5
577,577,DTDC,Bhopal,2025-09-21,2025-09-28,Delivered,7
578,578,DTDC,Surat,2026-01-20,2026-01-21,Delivered,2
579,579,Xpressbees,Patna,2026-03-08,2026-03-09,Delivered,2
580,580,Ekart Logistics,Surat,2025-07-02,2025-07-05,Delivered Late,2
581,581,Bluedart,Kanpur,2026-01-06,2026-01-09,Delivered Late,3
582,582,Ekart Logistics,Nagpur,,,Processing,6
583,583,Ecom Express,Mysuru,2026-01-20,2026-01-28,Delivered Late,6
584,584,Ekart Logistics,Nashik,2025-07-25,2025-07-27,Delivered,3
585,585,Delhivery,Kolkata,,,Not Shipped,4
586,586,Ecom Express,Bengaluru,2025-09-20,2025-09-27,Delivered Late,7
587,587,Ekart Logistics,Bengaluru,,,Processing,3
588,588,Xpressbees,Ahmedabad,2025-11-08,2025-11-13,Delivered,5
589,589,Ekart Logistics,Chennai,2026-01-08,2026-01-14,Delivered,6
590,590,Xpressbees,Nashik,2026-02-23,2026-02-28,Delivered,6
591,591,Bluedart,Guwahati,2025-12-14,2025-12-17,Delivered,4
592,592,Bluedart,Vadodara,2025-09-22,2025-09-26,Delivered Late,3
593,593,Bluedart,Patna,2026-01-23,2026-01-29,Delivered Late,4
594,594,Ecom Express,Surat,2026-03-03,2026-03-07,Delivered,5
595,595,Bluedart,Mysuru,,,Processing,5
596,596,Xpressbees,Amritsar,2026-05-01,2026-05-04,Returned,3
597,597,Delhivery,Mumbai,2025-06-17,2025-06-19,Returned,3
598,598,DTDC,Bhopal,2025-05-01,2025-05-04,Delivered,4
599,599,Xpressbees,Kochi,2026-02-14,2026-02-18,Delivered Late,3
600,600,Xpressbees,Thiruvananthapuram,2024-12-01,2024-12-06,Delivered Late,3
601,601,Delhivery,Bhopal,,,Not Shipped,7
602,602,Delhivery,Pune,2025-07-15,2025-07-19,Delivered Late,3
603,603,Bluedart,Hyderabad,,,Not Shipped,4
604,604,Delhivery,Ahmedabad,2026-05-10,2026-05-16,Delivered,6
605,605,Delhivery,Bhopal,2025-05-09,2025-05-15,Delivered,6
606,606,Xpressbees,Mysuru,2025-03-15,2025-03-17,Delivered,3
607,607,Delhivery,Coimbatore,,,Not Shipped,4
608,608,Xpressbees,Mumbai,2026-01-03,2026-01-04,Delivered,2
609,609,DTDC,Kochi,2024-10-14,2024-10-19,Delivered,6
610,610,Ekart Logistics,Kochi,2026-04-22,2026-04-29,Delivered Late,6
611,611,Ekart Logistics,Chennai,2026-04-11,2026-04-17,Delivered Late,5
612,612,Ecom Express,Ahmedabad,2026-03-30,2026-04-02,Delivered Late,2
613,613,Ecom Express,Bengaluru,2025-04-29,2025-05-02,Returned,2
614,614,Xpressbees,Surat,,,Processing,2
615,615,Xpressbees,Ranchi,2026-04-03,2026-04-06,Delivered Late,3
616,616,Delhivery,Kolkata,2025-07-14,2025-07-17,Delivered,3
617,617,Xpressbees,Coimbatore,2025-11-22,2025-11-24,Returned,3
618,618,Delhivery,Lucknow,2024-08-11,2024-08-16,Delivered Late,3
619,619,Xpressbees,Patna,2024-06-25,2024-06-30,Delivered,5
620,620,Xpressbees,Chennai,2025-12-02,2025-12-04,Delivered,2
621,621,DTDC,Jaipur,2025-08-14,2025-08-19,Delivered,6
622,622,DTDC,Jaipur,2024-12-22,2024-12-28,Delivered,6
623,623,Ekart Logistics,Kanpur,,,Not Shipped,3
624,624,Ecom Express,Ranchi,2024-09-26,2024-09-29,Returned,4
625,625,Bluedart,Chennai,2025-10-27,2025-10-30,Delivered,4
626,626,Xpressbees,Bhubaneswar,2025-06-17,2025-06-22,Delivered Late,4
627,627,Xpressbees,Hyderabad,2024-10-28,2024-10-30,Delivered,2
628,628,Bluedart,Surat,,,Not Shipped,7
629,629,Ekart Logistics,Guwahati,,,Not Shipped,3
630,630,Bluedart,Amritsar,2026-01-07,2026-01-09,Delivered,3
631,631,Ekart Logistics,Bhubaneswar,,,Processing,2
632,632,Ekart Logistics,Bhopal,2024-10-18,2024-10-21,Delivered Late,2
633,633,DTDC,Delhi,2026-08-15,2026-08-17,Delivered,2
634,634,Xpressbees,Bhopal,2026-07-26,2026-08-01,Delivered Late,4
635,635,DTDC,Kanpur,2026-03-11,2026-03-19,Delivered Late,7
636,636,Ekart Logistics,Delhi,2026-06-08,,In Transit,7
637,637,Ekart Logistics,Chennai,2025-12-17,2025-12-24,Delivered Late,6
638,638,Ecom Express,Bengaluru,2026-02-08,2026-02-09,Delivered,2
639,639,Bluedart,Nashik,2026-07-11,2026-07-17,Delivered,6
640,640,Ecom Express,Chennai,2024-09-24,2024-10-01,Delivered,7
641,641,Ecom Express,Delhi,2024-11-03,2024-11-08,Delivered,6
642,642,Bluedart,Kolkata,2025-05-19,2025-05-23,Delivered,5
643,643,Xpressbees,Chandigarh,2025-01-08,2025-01-15,Delivered Late,6
644,644,Ekart Logistics,Kolkata,2025-11-17,2025-11-23,Delivered,7
645,645,Ecom Express,Chandigarh,2024-10-15,2024-10-16,Delivered,2
646,646,Xpressbees,Indore,2026-03-29,2026-04-05,Delivered Late,6
647,647,Delhivery,Delhi,2026-08-11,2026-08-14,Delivered Late,3
648,648,Ecom Express,Bengaluru,2025-10-11,2025-10-12,Delivered,2
649,649,Ecom Express,Kanpur,2026-05-27,2026-05-31,Delivered Late,4
650,650,Bluedart,Kanpur,2025-12-24,2025-12-27,Delivered,4
651,651,Delhivery,Ranchi,,,Not Shipped,2
652,652,Xpressbees,Mysuru,2025-09-29,2025-10-04,Delivered Late,3
653,653,Bluedart,Lucknow,2026-02-22,2026-02-26,Delivered,4
654,654,Ecom Express,Mumbai,,,Not Shipped,7
655,655,Delhivery,Kochi,2026-05-20,2026-05-23,Delivered Late,3
656,656,DTDC,Delhi,2026-06-01,2026-06-05,Delivered,4
657,657,DTDC,Lucknow,2026-02-01,,In Transit,3
658,658,Ekart Logistics,Hyderabad,2026-02-09,2026-02-15,Delivered Late,6
659,659,DTDC,Chandigarh,,,Not Shipped,4
660,660,Delhivery,Kanpur,2025-12-14,2025-12-21,Delivered Late,5
661,661,DTDC,Lucknow,2025-01-03,2025-01-08,Delivered,5
662,662,Delhivery,Bengaluru,2025-01-17,2025-01-21,Delivered,5
663,663,Bluedart,Chandigarh,2026-01-04,2026-01-08,Delivered,4
664,664,Ekart Logistics,Guwahati,2025-03-22,,In Transit,7
665,665,DTDC,Nagpur,2026-04-05,2026-04-13,Delivered Late,7
666,666,Delhivery,Kochi,2025-12-13,2025-12-15,Delivered,2
667,667,DTDC,Chandigarh,2026-05-23,2026-05-29,Delivered Late,4
668,668,Ekart Logistics,Amritsar,2025-12-09,2025-12-15,Delivered,7
669,669,Ecom Express,Pune,2024-05-21,2024-05-26,Returned,3
670,670,Delhivery,Kanpur,2026-03-06,2026-03-11,Delivered,5
671,671,Ekart Logistics,Mysuru,2025-05-07,2025-05-13,Delivered,7
672,672,Xpressbees,Kolkata,,,Processing,7
673,673,Xpressbees,Amritsar,2026-06-09,2026-06-13,Delivered,4
674,674,Ecom Express,Bhopal,2025-03-05,2025-03-09,Delivered Late,4
675,675,Delhivery,Kanpur,2025-05-28,2025-06-03,Delivered,6
676,676,Ecom Express,Nagpur,,,Processing,7
677,677,Ecom Express,Kolkata,2026-02-07,,In Transit,7
678,678,Bluedart,Jaipur,2025-08-28,2025-09-05,Returned,7
679,679,Ekart Logistics,Amritsar,,,Processing,4
680,680,Ecom Express,Lucknow,2025-07-13,2025-07-15,Delivered,3
681,681,Bluedart,Nashik,2025-12-19,2025-12-21,Delivered,3
682,682,Bluedart,Bhopal,2025-11-07,2025-11-10,Delivered,4
683,683,DTDC,Bengaluru,2026-07-25,2026-07-31,Delivered,7
684,684,Delhivery,Ranchi,2026-01-21,2026-01-23,Delivered,3
685,685,Ecom Express,Kanpur,2026-05-11,2026-05-17,Delivered Late,4
686,686,DTDC,Chandigarh,2025-12-09,2025-12-16,Returned,7
687,687,Delhivery,Patna,2025-05-24,2025-05-25,Delivered,2
688,688,Ecom Express,Kanpur,2026-02-02,2026-02-06,Delivered,4
689,689,Ecom Express,Thiruvananthapuram,2024-11-04,,In Transit,6
690,690,Ekart Logistics,Mumbai,2024-09-17,,In Transit,6
691,691,Xpressbees,Surat,2026-02-08,2026-02-12,Delivered Late,3
692,692,Ecom Express,Kolkata,2025-04-24,2025-04-26,Delivered Late,2
693,693,Xpressbees,Hyderabad,2024-11-12,2024-11-13,Delivered,2
694,694,Delhivery,Jaipur,2025-01-10,2025-01-16,Delivered Late,5
695,695,Xpressbees,Lucknow,2025-04-25,2025-04-26,Delivered,2
696,696,Ekart Logistics,Jaipur,2025-05-06,2025-05-07,Delivered,2
697,697,Bluedart,Mysuru,2026-06-08,2026-06-14,Delivered Late,6
698,698,Ekart Logistics,Bhopal,2026-01-15,2026-01-18,Delivered,4
699,699,DTDC,Nagpur,2026-07-22,2026-07-27,Delivered,5
700,700,Xpressbees,Delhi,2026-01-12,2026-01-15,Delivered,3
701,701,Xpressbees,Indore,2026-02-03,2026-02-07,Delivered,4
702,702,DTDC,Coimbatore,2026-04-20,2026-04-27,Delivered,7
703,703,DTDC,Delhi,2026-05-09,2026-05-16,Delivered Late,5
704,704,Delhivery,Coimbatore,,,Processing,4
705,705,Bluedart,Mysuru,2026-02-13,2026-02-19,Delivered,6
706,706,DTDC,Ahmedabad,2026-02-18,2026-02-23,Delivered,6
707,707,DTDC,Guwahati,2026-01-12,2026-01-13,Delivered,2
708,708,Ekart Logistics,Mysuru,2025-07-25,2025-07-30,Delivered,6
709,709,Ecom Express,Nagpur,2026-04-01,2026-04-03,Delivered,2
710,710,Xpressbees,Bengaluru,2026-03-18,2026-03-19,Delivered,2
711,711,Ekart Logistics,Mysuru,2025-11-03,2025-11-09,Delivered,7
712,712,Xpressbees,Hyderabad,2025-04-07,2025-04-13,Delivered Late,5
713,713,Xpressbees,Hyderabad,2025-08-17,2025-08-18,Delivered,2
714,714,Ecom Express,Mumbai,2024-11-05,2024-11-12,Delivered,7
715,715,DTDC,Mumbai,2025-07-28,2025-07-30,Returned,2
716,716,Bluedart,Nagpur,2026-04-23,,In Transit,5
717,717,Delhivery,Ranchi,,,Not Shipped,6
718,718,Ekart Logistics,Mysuru,2026-03-14,,In Transit,2
719,719,Ekart Logistics,Nagpur,2025-09-19,2025-09-25,Delivered,7
720,720,Xpressbees,Kochi,2025-05-24,2025-05-26,Delivered,2
721,721,Bluedart,Amritsar,2024-10-31,2024-11-08,Delivered Late,7
722,722,Delhivery,Ranchi,2026-03-30,2026-04-06,Delivered,7
723,723,Bluedart,Bengaluru,2025-05-17,2025-05-22,Delivered,6
724,724,Xpressbees,Pune,2025-01-10,2025-01-13,Returned,2
725,725,Ekart Logistics,Ranchi,2025-08-23,,In Transit,7
726,726,Xpressbees,Ranchi,2026-03-03,2026-03-10,Delivered,7
727,727,Xpressbees,Kolkata,,,Not Shipped,7
728,728,Bluedart,Jaipur,2026-06-05,2026-06-08,Delivered,3
729,729,DTDC,Jaipur,2026-04-30,2026-05-03,Delivered,4
730,730,Ecom Express,Bhubaneswar,2026-05-14,2026-05-21,Delivered,7
731,731,DTDC,Chennai,2024-11-13,2024-11-16,Delivered,3
732,732,Ecom Express,Patna,2025-03-25,2025-03-27,Delivered,2
733,733,Xpressbees,Patna,2025-08-21,,In Transit,5
734,734,Ekart Logistics,Thiruvananthapuram,2026-01-11,2026-01-18,Delivered Late,5
735,735,Ecom Express,Ranchi,2026-04-29,2026-05-04,Delivered,6
736,736,Ecom Express,Bhubaneswar,2025-05-03,2025-05-08,Delivered Late,4
737,737,Bluedart,Lucknow,2026-01-15,2026-01-20,Delivered,5
738,738,Ekart Logistics,Kochi,2025-07-15,2025-07-21,Delivered Late,5
739,739,Ecom Express,Ahmedabad,2026-07-30,2026-08-07,Delivered Late,7
740,740,Ecom Express,Jaipur,2026-04-05,2026-04-08,Delivered Late,3
741,741,Delhivery,Patna,2025-12-27,2026-01-01,Delivered Late,3
742,742,Xpressbees,Nashik,2026-04-25,2026-04-30,Returned,3
743,743,Xpressbees,Mysuru,2025-08-02,,In Transit,2
744,744,Xpressbees,Kolkata,2026-03-26,2026-03-29,Delivered,3
745,745,Delhivery,Nashik,2025-03-28,2025-04-01,Delivered,4
746,746,Delhivery,Chennai,2026-01-23,2026-01-26,Delivered,3
747,747,DTDC,Guwahati,2025-04-28,2025-05-02,Delivered,4
748,748,Bluedart,Bhubaneswar,2025-09-13,2025-09-20,Delivered,7
749,749,Delhivery,Kanpur,2025-11-15,2025-11-21,Delivered,7
750,750,Ekart Logistics,Bhubaneswar,2026-08-05,2026-08-11,Delivered,6
751,751,Delhivery,Nashik,2025-05-19,2025-05-26,Delivered,7
752,752,Ekart Logistics,Hyderabad,2026-08-15,2026-08-21,Delivered Late,5
753,753,Delhivery,Nashik,2025-12-01,2025-12-02,Delivered,2
754,754,Ekart Logistics,Kolkata,2026-03-17,2026-03-20,Returned,4
755,755,Xpressbees,Coimbatore,2026-01-04,2026-01-07,Delivered,4
756,756,DTDC,Surat,2026-06-11,2026-06-15,Delivered,5
757,757,Ekart Logistics,Chandigarh,2026-02-08,2026-02-14,Delivered Late,4
